Cidade,UF,População,Possui_Plano_Municipal,População_sem_Água,População_sem_Esgoto,População_sem_coleta_de_lixo,Domicílios_sujeitos_à_inundações
Dourado,SP,8883,Sim,0.00,0.00,8.6,3.00
Guamiranga,PR,8881,Sim,51.95,--,71.69,3.70
Pereiras,SP,8875,Sim,16.44,33.22,1.97,0
São Sebastião da Amoreira,PR,8865,Sim,0.01,--,11.98,0.80
Jucuruçu,BA,8856,Não,66.42,--,--,--
Maravilha,AL,8850,Em elaboração,40.54,--,50.05,21.70
Ibiassucê,BA,8849,Sim,43.24,--,--,--
Aratuípe,BA,8848,Em elaboração,38.2,--,34.45,12.00
Armazém,SC,8843,Não,45.11,--,12.33,0
Brejo de Areia,MA,8841,Não,13.71,--,48.84,--
Lago dos Rodrigues,MA,8841,Em elaboração,--,--,37.79,--
Moraújo,CE,8833,Não,67.68,--,--,--
Piedade de Caratinga,MG,8832,Sim,39.56,--,--,--
Ibitirama,ES,8830,Em elaboração,34.56,47.75,43.37,13.50
Nossa Senhora Aparecida,SE,8822,Não,2.56,60.33,31.99,0
Redenção do Gurguéia,PI,8814,Sim,0.00,--,36.49,0
Coluna,MG,8810,Sim,56.12,--,57.73,--
Central do Maranhão,MA,8806,Não,--,--,--,--
Cristais Paulista,SP,8803,Não,27.3,27.3,1.17,0
Cezarina,GO,8794,Não,25.95,--,23.72,0
Marilândia do Sul,PR,8793,Sim,3.93,78.47,28.76,1.10
Martins,RN,8790,Sim,10.85,--,25.02,0
Castanheira,MT,8782,Em elaboração,52.37,--,52.54,0
Monsenhor Paulo,MG,8764,Sim,25.31,24.85,17.4,0
Santa Terezinha,SC,8760,Sim,76.07,--,60.27,0
Monte Alegre de Goiás,GO,8759,Não,58.87,--,59.07,0.60
Nossa Senhora dos Remédios,PI,8751,Em elaboração,66.21,--,64.12,0
Alvorada do Norte,GO,8749,Sim,13.93,18.18,0.00,--
Marcação,PB,8746,Em elaboração,11.42,--,45.12,0
São Vicente do Sul,RS,8742,Sim,30.32,--,19.93,0.40
Ibirapuã,BA,8740,Não,43.04,31.35,19.91,0
Serranópolis,GO,8737,Não,26.07,--,26.11,0
São Domingos do Norte,ES,8735,Sim,50.77,65.08,40.00,0.90
Varzedo,BA,8734,Não,63.75,--,42.75,0
Mucugê,BA,8725,Não,0.00,59.54,40.4,0
Serra dos Aimorés,MG,8725,Não,29.99,63.43,--,--
Santa Cruz de Minas,MG,8723,Sim,0.00,0.00,0.00,4.20
Pimenta,MG,8715,Sim,1.32,12.79,11.00,0.40
Antônio Carlos,SC,8712,Sim,18.34,--,44.64,7.50
Nazareno,MG,8710,Sim,36.38,23.82,5.86,1.00
Mata Verde,MG,8700,Não,20.38,20.38,18.87,0
Capitólio,MG,8693,Sim,20.65,20.55,0.00,2.80
Piranguinho,MG,8683,Em elaboração,38.82,38.21,0.00,5.60
Abaíra,BA,8681,Não,--,--,--,--
Ouro Verde,SP,8676,Em elaboração,0.00,0.00,8.6,0
Cordeiros,BA,8667,Em elaboração,66.23,--,56.74,0
Arealva,SP,8665,Sim,27.22,34.32,0.00,0
Santana do Manhuaçu,MG,8660,Sim,62.59,38.89,28.03,27.30
Caraíbas,BA,8659,Em elaboração,75.41,--,--,--
Virgínia,MG,8652,Sim,--,--,--,--
Tangará,SC,8648,Sim,32.22,--,30.62,0.80
Mataraca,PB,8642,Não,2.8,--,13.72,0
Tasso Fragoso,MA,8642,Em elaboração,41.68,76.16,13.21,0
Califórnia,PR,8641,Não,0.01,83.54,0.00,0
Martins Soares,MG,8640,Sim,77.26,--,53.7,--
Nazária,PI,8632,Em elaboração,72.79,--,59.45,0
Catuípe,RS,8631,Sim,35.66,92.12,35.66,0.60
Jordão,AC,8628,Sim,62.66,--,66.08,27.40
Lagoa Alegre,PI,8610,Em elaboração,59.13,--,62.01,0.30
Magalhães Barata,PA,8598,Não,53.23,--,--,--
Angelândia,MG,8594,Não,40.4,41.35,--,1.00
Camutanga,PE,8592,Não,10.8,--,19.89,0
Lajedo do Tabocal,BA,8591,Sim,39.1,--,32.49,3.30
Comendador Levy Gasparian,RJ,8590,Não,0.00,3.89,3.89,20.80
Marcolândia,PI,8590,Em elaboração,--,--,0.55,0.10
Isaías Coelho,PI,8582,Não,64.9,--,77.31,0
Ouriçangas,BA,8575,Em elaboração,29.85,--,--,--
Jóia,RS,8571,Não,--,--,69.68,0
Praia Norte,TO,8563,Sim,34.42,69.64,--,--
Riacho dos Cavalos,PB,8555,Não,100.00,53.24,51.58,0
Tarrafas,CE,8555,Em elaboração,75.14,98.02,35.42,0
Santa Terezinha,MT,8547,Não,--,--,--,--
Paverama,RS,8541,Sim,77.7,--,12.42,0.80
Santo Antônio do Aracanguá,SP,8541,Não,17.61,17.61,6.33,0
Pratápolis,MG,8530,Não,12.08,20.06,11.51,0.80
São Gonçalo do Abaeté,MG,8527,Sim,56.88,59.32,30.88,0
Ilha das Flores,SE,8522,Não,0.65,34.9,6.13,0
Feira Nova do Maranhão,MA,8506,Não,--,--,--,--
Milagres do Maranhão,MA,8502,Não,--,--,78.32,--
Tuneiras do Oeste,PR,8502,Sim,31.31,46.55,29.76,0
Saltinho,SP,8498,Sim,6.7,16.55,0.00,0.20
Boa Vista do Gurupi,MA,8494,Em elaboração,27.01,--,29.31,28.30
São João da Baliza,RR,8492,Em elaboração,31.87,--,--,0
Santa Isabel do Ivaí,PR,8484,Sim,0.00,21.71,19.39,0
Aparecida,PB,8482,Não,38.54,46.95,50.39,18.70
Ibiaí,MG,8478,Sim,35.04,74.29,23.41,1.70
Morpará,BA,8476,Não,33.53,--,--,--
Araponga,MG,8467,Sim,62.36,62.21,31.5,0
Japaratinga,AL,8444,Não,52.94,--,72.76,0
Barra de São Miguel,AL,8434,Não,15.32,84.27,15.05,0
Caraá,RS,8426,Sim,5.06,--,46.59,1.80
Estrela d'Oeste,SP,8420,Sim,0.00,1.73,0.00,0
Jangada,MT,8420,Em elaboração,61.72,--,59.98,0
Araguaçu,TO,8418,Sim,23.3,--,28.64,0
Santa Rosa do Sul,SC,8397,Sim,34.88,--,46.47,2.90
Brejo Grande,SE,8396,Não,21.8,51.14,--,--
Pavão,MG,8390,Não,39.58,40.68,39.42,40.00
Vera Cruz do Oeste,PR,8389,Não,0.11,19.64,23.52,0
Santa Terezinha de Goiás,GO,8386,Não,24.77,--,--,--
Campo Florido,MG,8383,Em elaboração,28.69,28.69,24.19,0
Alvorada,TO,8381,Sim,5.36,--,7.28,0
Montezuma,MG,8379,Em elaboração,59.79,69.21,53.36,0
Jauru,MT,8377,Não,40.98,49.6,40.98,1.70
Itaquara,BA,8375,Em elaboração,40.11,--,--,--
Madeiro,PI,8372,Em elaboração,--,--,57.12,--
Brasileira,PI,8364,Sim,32.36,--,28.14,5.60
Icém,SP,8363,Sim,5.97,11.29,0.00,0.90
Irapuru,SP,8356,Em elaboração,29.3,29.3,29.3,--
Cristalândia do Piauí,PI,8350,Sim,88.84,--,--,--
Entre-Ijuís,RS,8350,Sim,45.26,--,0.54,--
Lagoa Salgada,RN,8348,Não,0.00,--,13.75,1.50
General Câmara,RS,8339,Sim,41.18,--,41.2,2.00
Barra de Santana,PB,8338,Sim,92.66,--,69.42,0
Rodeiro,MG,8333,Sim,23.71,1.82,19.09,0
Desterro,PB,8332,Sim,45.08,--,--,--
Nova Itarana,BA,8328,Não,17.29,75.98,63.48,0
Malhada de Pedras,BA,8326,Não,59.04,--,--,--
Terezópolis de Goiás,GO,8326,Em elaboração,14.88,25.85,--,--
Marcelino Vieira,RN,8325,Em elaboração,18.46,--,40.78,0
Campo Erê,SC,8312,Sim,0.29,--,0.00,0
Nova Santa Rosa,PR,8311,Sim,13.99,--,30.31,0
Riachuelo,RN,8310,Em elaboração,18.32,39.09,--,--
Pains,MG,8308,Em elaboração,0.35,14.7,17.66,0.40
Glorinha,RS,8304,Sim,69.98,78.79,39.79,0
Itapé,BA,8300,Não,23.63,--,--,--
Carnaúba dos Dantas,RN,8297,Sim,16.44,--,9.85,0
Guiricema,MG,8296,Sim,61.91,51.47,30.00,87.50
Ivaté,PR,8294,Em elaboração,4.59,51.46,30.36,0
Gado Bravo,PB,8292,Não,100.00,--,81.91,0
Pocrane,MG,8288,Sim,25.19,38.47,9.09,48.50
Alto Jequitibá,MG,8286,Sim,52.58,0.00,48.31,8.90
Buriti dos Montes,PI,8282,Em elaboração,16.23,--,51.7,0
Tuparetama,PE,8266,Não,0.00,--,15.32,--
Mirante,BA,8264,Não,82.8,--,72.73,0
Monte Castelo,SC,8263,Sim,22.8,--,41.9,0
Águas da Prata,SP,8262,Sim,2.77,8.41,10.72,2.40
Guaraçaí,SP,8258,Sim,21.12,21.12,21.12,0
Jesuítas,PR,8251,Sim,0.01,--,3.22,0.40
Altamira do Maranhão,MA,8250,Não,91.76,--,--,0
São Luiz,RR,8232,Não,19.45,--,75.91,2.50
Iepê,SP,8228,Em elaboração,11.21,19.6,1.8,--
Santa Bárbara do Leste,MG,8212,Sim,48.47,--,--,--
Major Vieira,SC,8209,Sim,57.4,--,51.27,13.30
Lindóia,SP,8201,Sim,1.94,18.53,1.33,1.00
Bilac,SP,8197,Sim,4.39,4.39,8.04,0
Ponte Alta do Tocantins,TO,8192,Em elaboração,36.95,--,36.95,1.40
São Rafael,RN,8183,Em elaboração,13.67,37.36,31.72,0
Ipiranga do Norte,MT,8182,Em elaboração,34.2,--,32.17,0
Monte do Carmo,TO,8182,Sim,57.1,--,--,--
Monte Alegre do Sul,SP,8181,Em elaboração,5.07,52.35,2.00,0.70
Jaborandi,BA,8176,Não,72.24,76.76,--,0
Macaubal,SP,8174,Sim,11.9,11.9,11.61,0
Guimarânia,MG,8168,Sim,23.29,25.93,0.00,0.20
Barão de Melgaço,MT,8165,Em elaboração,--,--,54.92,3.20
Tiradentes,MG,8160,Não,36.19,51.94,--,--
Ferreira Gomes,AP,8151,Sim,71.45,--,14.12,50.00
Jati,CE,8150,Não,64.16,41.4,41.4,0
Orizânia,MG,8138,Sim,70.21,--,50.85,5.20
Treze Tílias,SC,8138,Sim,11.16,58.06,25.65,1.20
Descanso,SC,8136,Sim,32.52,--,50.23,0.20
Riachinho,MG,8132,Não,44.82,--,26.22,0.60
Minas do Leão,RS,8130,Em elaboração,3.32,--,3.81,0.30
Elísio Medrado,BA,8129,Não,59.53,--,63.1,0.80
Reserva do Iguaçu,PR,8127,Sim,36.4,52.12,19.4,0
Novo Horizonte do Oeste,RO,8125,Não,83.08,--,48.31,0
Cristal,RS,8121,Sim,44.00,--,38.43,0.50
Nova Fátima,PR,8120,Não,16.88,--,18.88,0
Campo do Tenente,PR,8118,Sim,0.33,71.06,9.99,0
Maravilhas,MG,8113,Sim,33.65,31.65,31.65,0
Candeal,BA,8109,Não,37.62,--,32.17,0
Serra Negra do Norte,RN,8105,Sim,19.28,28.8,35.69,0
Tupãssi,PR,8105,Sim,0.00,--,21.39,0
Irapuã,SP,8101,Sim,10.36,10.43,10.8,2.70
Cabeceiras,GO,8098,Sim,26.34,--,0.68,0
Campo Limpo de Goiás,GO,8087,Não,16.99,--,15.26,0
Dom Aquino,MT,8087,Sim,--,--,--,--
São João do Arraial,PI,8085,Em elaboração,--,--,--,--
Peixe-Boi,PA,8084,Em elaboração,80.18,--,0.00,0
Colméia,TO,8078,Sim,13.84,--,--,--
Lamarão,BA,8078,Não,43.08,--,43.62,0
São Miguel dos Milagres,AL,8073,Em elaboração,0.74,--,59.12,3.00
Nova Glória,GO,8063,Não,39.02,--,0.00,0
Estrela do Sul,MG,8057,Sim,30.77,64.53,5.67,8.20
São José do Cerrito,SC,8054,Não,63.24,--,53.9,14.30
Montes Claros de Goiás,GO,8037,Sim,31.54,57.58,33.33,0
Santana da Boa Vista,RS,8037,Sim,54.83,1.7,--,--
Passa Tempo,MG,8031,Não,24.65,22.1,22.1,1.30
Ascurra,SC,8021,Sim,0.00,--,0.26,3.20
Ponto Belo,ES,8016,Não,21.51,47.27,19.94,0
Juarez Távora,PB,8014,Em elaboração,24.39,--,--,--
Delfim Moreira,MG,8007,Em elaboração,62.53,62.53,36.31,10.80
Timbó Grande,SC,8003,Sim,28.19,--,25.03,5.30
Cachoeira Dourada,GO,7997,Não,32.16,40.57,--,--
Japonvar,MG,7991,Não,66.83,--,37.43,--
Salvador do Sul,RS,7975,Em elaboração,40.58,--,40.58,--
Itamari,BA,7971,Não,26.81,--,26.12,4.30
Cruzeta,RN,7968,Sim,5.36,17.8,--,0.30
Cambira,PR,7967,Sim,0.01,--,25.3,--
Pedra Lavrada,PB,7954,Não,50.38,58.86,58.86,0
Santa Rita do Pardo,MS,7948,Sim,51.96,58.83,51.48,0.60
Portalegre,RN,7944,Em elaboração,25.29,--,47.49,0
Tanquinho,BA,7936,Não,0.00,--,0.00,0
Ibirarema,SP,7926,Sim,7.63,7.63,7.63,0
Gaúcha do Norte,MT,7913,Em elaboração,65.11,--,65.11,0
Alto Rio Novo,ES,7911,Em elaboração,53.07,--,33.64,3.60
Santana do São Francisco,SE,7906,Em elaboração,10.57,--,0.01,0
Catiguá,SP,7905,Em elaboração,0.00,0.00,5.12,0.70
Itaiçaba,CE,7904,Não,61.37,--,5.11,71.90
Senador Firmino,MG,7902,Sim,0.00,41.61,11.41,--
Iguatama,MG,7901,Não,11.39,27.29,1.15,0
Durandé,MG,7898,Sim,66.94,38.47,52.22,0
Campo Alegre de Goiás,GO,7884,Não,27.27,--,26.05,0
Assunção do Piauí,PI,7879,Não,49.23,--,36.54,0
Governador Luiz Rocha,MA,7878,Em elaboração,54.05,--,--,--
Santa Filomena do Maranhão,MA,7878,Em elaboração,78.34,--,67.53,0
São Vicente de Minas,MG,7876,Sim,23.46,0.00,15.24,0
Iramaia,BA,7874,Não,55.05,0.00,--,0
Curral de Dentro,MG,7867,Sim,25.33,36.44,23.73,1.70
Cubati,PB,7866,Sim,25.4,98.63,30.54,0
Itobi,SP,7862,Em elaboração,3.79,7.21,9.88,0
Ribamar Fiquene,MA,7859,Não,--,--,--,--
Arneiroz,CE,7848,Não,68.25,--,--,--
Sobrado,PB,7845,Não,83.38,--,88.07,0
Nova Fátima,BA,7830,Não,11.33,--,--,--
Pium,TO,7830,Não,43.55,--,44.83,16.90
Ipeúna,SP,7824,Em elaboração,13.93,20.07,13.93,0
Santa Bárbara do Sul,RS,7813,Sim,20.89,--,12.77,0.50
Bodoquena,MS,7802,Sim,28.36,29.07,33.16,0.80
Araguapaz,GO,7795,Não,29.31,48.72,11.61,0
Paraí,RS,7793,Sim,43.98,--,0.00,0
Monsenhor Hipólito,PI,7785,Não,44.05,--,43.82,0
Jenipapo de Minas,MG,7781,Não,49.54,70.8,--,--
Baldim,MG,7780,Sim,43.78,0.00,1.03,5.20
Itamarati,AM,7777,Sim,56.72,--,58.85,52.60
Ibirajuba,PE,7773,Em elaboração,30.03,0.00,58.32,--
General Sampaio,CE,7767,Sim,51.32,--,8.59,0
Restinga,SP,7762,Sim,5.39,8.37,21.37,0
Guatapará,SP,7760,Sim,0.66,26.56,3.35,0
Senador Sá,CE,7758,Sim,61.07,--,26.04,1.10
Marajá do Sena,MA,7757,Em elaboração,46.76,--,85.61,45.00
Lagoa de Dentro,PB,7754,Não,46.18,90.04,46.07,0
Macururé,BA,7752,Não,41.31,--,73.35,0
Alto Paraíso de Goiás,GO,7751,Em elaboração,23.92,--,16.14,0
Jericó,PB,7751,Não,38.9,--,--,--
Umari,CE,7740,Em elaboração,58.88,--,24.82,0
Sud Mennucci,SP,7738,Sim,4.2,4.92,14.07,0.20
Cônego Marinho,MG,7730,Não,73.4,--,46.71,0
Tuparendi,RS,7730,Não,38.14,--,38.14,0.40
Tapiraí,SP,7725,Sim,28.66,35.72,9.39,3.90
São Pedro do Turvo,SP,7724,Em elaboração,1.61,30.09,28.46,0
Belo Vale,MG,7723,Sim,56.45,0.09,29.95,--
Altaneira,CE,7712,Não,47.89,92.17,22.2,--
Santa Cruz de Monte Castelo,PR,7705,Sim,0.01,75.74,28.9,0
Cajueiro da Praia,PI,7704,Em elaboração,--,--,45.48,0
Tomazina,PR,7699,Sim,34.65,49.24,28.56,2.80
Jacuí,MG,7695,Em elaboração,38.18,37.69,6.43,2.30
Palmeirópolis,TO,7694,Sim,13.39,--,18.51,0
São Miguel das Missões,RS,7692,Em elaboração,49.78,--,0.00,0
Boqueirão do Leão,RS,7691,Em elaboração,78.21,--,78.21,0
Tocantínia,TO,7688,Sim,27.78,--,56.13,0
Ribeirão Grande,SP,7686,Sim,0.00,55.36,34.95,4.30
Pedro Osório,RS,7683,Sim,6.53,--,4.46,4.40
Tombos,MG,7683,Sim,17.91,17.91,20.29,1.30
São Mamede,PB,7682,Em elaboração,0.00,--,23.48,0
Alagoinha do Piauí,PI,7678,Não,59.05,--,35.01,0
Santa Fé do Araguaia,TO,7678,Não,--,--,33.72,0
Salete,SC,7674,Sim,23.77,--,32.46,0.50
Icaraíma,PR,7671,Sim,0.01,--,29.41,0
Serrania,MG,7667,Não,18.29,13.26,12.81,0
Colônia do Piauí,PI,7665,Em elaboração,51.92,--,64.42,0
Leopoldo de Bulhões,GO,7663,Em elaboração,37.1,--,37.79,--
Divinolândia de Minas,MG,7655,Em elaboração,5.94,33.38,18.00,--
Lajeado Novo,MA,7653,Não,--,--,--,--
Muribeca,SE,7653,Não,0.1,--,44.77,--
Assis Brasil,AC,7649,Não,30.87,--,47.71,2.50
Ipumirim,SC,7647,Sim,36.6,--,56.4,2.30
Ipuaçu,SC,7643,Sim,72.41,--,79.85,7.10
Paulo Lopes,SC,7642,Sim,24.01,--,5.78,1.90
Itajá,RN,7641,Em elaboração,1.22,--,0.00,0
Limeira do Oeste,MG,7640,Sim,29.33,31.24,27.19,0
São José dos Basílios,MA,7639,Em elaboração,63.95,--,45.02,8.30
Paraíso do Sul,RS,7635,Sim,17.47,--,61.13,39.10
São Pedro dos Ferros,MG,7634,Sim,33.61,--,--,--
Coimbra,MG,7631,Em elaboração,34.7,--,14.82,1.30
Sanclerlândia,GO,7630,Sim,21.07,36.19,19.63,0
Figueira,PR,7625,Sim,0.01,87.03,0.00,0.30
Lagoa de Pedras,RN,7624,Em elaboração,38.04,--,38.94,--
São José da Lagoa Tapada,PB,7622,Sim,54.53,--,--,1.20
Porto de Pedras,AL,7618,Não,52.91,--,4.17,0
Tarabai,SP,7609,Não,12.1,13.37,7.54,0
Barra do Turvo,SP,7606,Em elaboração,54.3,62.53,34.26,4.70
Inimutaba,MG,7605,Sim,31.23,--,--,--
Florestal,MG,7602,Sim,19.44,32.91,16.6,0
Moema,MG,7589,Em elaboração,8.92,20.54,14.06,0
Lagamar,MG,7588,Sim,41.14,23.3,32.53,0
Belágua,MA,7586,Não,--,--,--,--
Granito,PE,7586,Não,40.59,86.44,53.64,0
Palestina do Pará,PA,7575,Não,0.00,--,39.18,--
Pedro Gomes,MS,7568,Não,23.6,88.86,22.83,0
Inocência,MS,7566,Não,37.11,90.14,36.48,0
São João do Jaguaribe,CE,7557,Não,--,--,46.69,0
Paulo Jacinto,AL,7556,Não,29.94,78.11,17.95,19.30
Guaraqueçaba,PR,7554,Sim,57.89,63.69,69.27,5.70
Rio do Oeste,SC,7552,Sim,36.26,--,52.18,4.70
Barão do Triunfo,RS,7550,Sim,90.07,--,77.48,0
Felisburgo,MG,7548,Em elaboração,29.62,39.98,--,0
Apiacá,ES,7542,Em elaboração,39.01,--,13.82,--
São João Batista do Glória,MG,7541,Sim,18.78,19.98,--,--
Paulicéia,SP,7540,Sim,0.00,51.14,7.96,0
Pintópolis,MG,7540,Em elaboração,64.72,0.00,64.88,0
Coronel Domingos Soares,PR,7538,Sim,51.94,--,75.78,0.60
Santana de Pirapama,MG,7538,Sim,56.05,62.7,63.12,0.30
Abel Figueiredo,PA,7536,Sim,11.00,--,0.00,2.00
Barbosa,SP,7532,Sim,0.69,0.69,16.16,0.50
São José da Barra,MG,7532,Não,29.54,3.68,28.29,13.30
Casserengue,PB,7530,Em elaboração,62.72,51.08,38.06,0
Vertente do Lério,PE,7526,Não,60.05,--,45.52,0
Boa Vista da Aparecida,PR,7524,Sim,0.01,--,4.31,0
Nuporanga,SP,7522,Não,9.27,9.27,9.27,0
Palmeirina,PE,7509,Não,18.27,--,33.41,--
Trombudo Central,SC,7506,Sim,18.47,--,21.4,--
Quatiguá,PR,7504,Sim,0.01,34.86,6.05,0
Laguna Carapã,MS,7496,Não,58.24,85.75,57.83,0
Dionísio,MG,7493,Sim,52.77,18.02,18.02,1.60
Nova Porteirinha,MG,7493,Não,43.85,77.7,--,--
Brejinho,PE,7489,Sim,25.84,--,53.26,0
Claro dos Poções,MG,7478,Em elaboração,32.7,72.49,13.13,0
Itacajá,TO,7471,Não,18.02,46.19,--,0
Segredo,RS,7465,Sim,--,--,--,--
Muniz Ferreira,BA,7464,Não,47.19,--,51.97,0
Maracajá,SC,7461,Sim,28.25,--,0.00,24.40
São Miguel de Taipu,PB,7450,Em elaboração,--,--,66.67,0
Alpercata,MG,7448,Sim,37.86,21.21,21.08,3.10
São Domingos do Azeitão,MA,7448,Em elaboração,75.36,--,28.96,--
Pedrão,BA,7438,Em elaboração,75.13,94.51,9.99,0
Antônio Olinto,PR,7421,Sim,61.92,--,64.96,0
Paulo Frontin,PR,7418,Em elaboração,57.23,--,40.25,5.90
Joviânia,GO,7417,Em elaboração,7.21,7.21,4.54,0
Lavras do Sul,RS,7410,Em elaboração,38.04,--,32.36,2.20
Ribeiro Gonçalves,PI,7408,Não,31.18,59.29,19.01,4.40
Jequitaí,MG,7407,Não,39.06,--,40.69,2.70
Antonina do Norte,CE,7402,Não,41.6,59.47,16.27,1.10
Ametista do Sul,RS,7396,Sim,47.96,--,0.00,0
Guarani das Missões,RS,7393,Sim,38.02,--,0.00,0
São João do Oriente,MG,7393,Sim,25.65,--,16.14,50.00
Inconfidentes,MG,7387,Em elaboração,46.97,45.85,0.09,15.60
Lavrinhas,SP,7361,Sim,0.00,23.52,8.21,--
Abatiá,PR,7360,Não,0.00,81.66,26.63,0
Brejo Grande do Araguaia,PA,7357,Não,0.00,--,25.00,0
Belém do Brejo do Cruz,PB,7356,Não,51.66,--,26.36,0
Santa Luzia do Norte,AL,7344,Não,40.78,--,--,--
Campo Largo do Piauí,PI,7342,Em elaboração,--,--,--,--
Jaraguari,MS,7342,Em elaboração,48.24,--,58.21,0
Sericita,MG,7340,Sim,47.17,--,--,--
Itarumã,GO,7337,Não,35.41,--,2.17,0
São João do Sul,SC,7332,Sim,82.17,--,0.00,0
Indaiabira,MG,7328,Em elaboração,62.09,86.04,37.42,0.30
Jaci,SP,7322,Não,0.00,0.00,0.00,0
Santa Rita de Minas,MG,7322,Sim,30.81,--,0.00,0.80
Palma Sola,SC,7321,Sim,12.24,--,56.29,0.10
Orindiúva,SP,7318,Sim,10.11,10.4,7.01,0
Santo Antônio do Retiro,MG,7316,Em elaboração,77.06,80.1,65.83,0
Manoel Viana,RS,7315,Em elaboração,24.18,--,15.11,0
Chã Preta,AL,7311,Não,38.45,--,37.19,0
Nazaré do Piauí,PI,7307,Em elaboração,56.23,--,52.16,--
Praia Grande,SC,7305,Sim,36.59,79.47,9.92,51.90
Laje do Muriaé,RJ,7298,Em elaboração,24.71,--,24.71,3.00
Teodoro Sampaio,BA,7296,Em elaboração,20.18,--,24.62,0.20
Irajuba,BA,7295,Não,40.97,--,28.58,0
Cosmorama,SP,7289,Em elaboração,0.00,0.00,17.68,0
Bandeirantes,MS,7281,Em elaboração,0.00,--,10.01,0
Apuarema,BA,7274,Não,31.47,--,--,--
Livramento,PB,7274,Em elaboração,36.69,--,45.01,0
Nazarezinho,PB,7271,Sim,35.06,81.85,56.26,15.30
Cristalândia,TO,7268,Não,12.8,--,17.72,0.50
Ibiraiaras,RS,7267,Sim,46.77,--,17.43,1.30
Desterro de Entre Rios,MG,7266,Sim,40.48,47.3,32.56,0.80
Ererê,CE,7254,Não,64.57,--,0.01,0
Ouro,SC,7251,Sim,29.13,75.55,0.00,0
Reduto,MG,7247,Sim,2.03,33.54,0.00,0
Campos de Júlio,MT,7245,Sim,22.13,--,22.13,0
Juranda,PR,7244,Sim,0.01,--,0.00,0
Engenheiro Navarro,MG,7240,Não,39.88,63.55,33.3,0
São José de Ubá,RJ,7240,Não,55.76,--,44.75,--
Junco do Seridó,PB,7238,Não,41.59,51.64,34.24,0
Varjão de Minas,MG,7235,Em elaboração,20.36,--,0.00,0
Terezinha,PE,7227,Sim,47.02,--,30.81,--
Cacimbas,PB,7225,Em elaboração,73.65,--,50.56,0
Araguacema,TO,7223,Não,35.15,--,53.69,0
Boa Vista,PB,7218,Não,26.7,--,51.98,0
Luiziana,PR,7217,Sim,10.63,--,0.00,0
Coronel Bicaco,RS,7213,Sim,34.59,--,0.00,6.20
Caiçara,PB,7182,Não,20.7,--,--,--
Doverlândia,GO,7174,Em elaboração,32.72,--,37.71,--
Dois Irmãos do Tocantins,TO,7173,Não,63.95,99.3,61.22,0
Monteirópolis,AL,7171,Não,35.76,--,--,0
Antônio Martins,RN,7162,Não,57.93,77.38,45.21,0
Nova Aliança,SP,7161,Sim,17.15,17.15,17.15,0
Água Doce,SC,7160,Sim,41.63,99.99,50.68,4.10
Pedra Bonita,MG,7157,Sim,--,--,54.51,4.40
Laurentino,SC,7154,Sim,4.5,--,15.43,17.30
São Thomé das Letras,MG,7151,Não,42.41,--,--,0.50
Delfinópolis,MG,7146,Não,46.81,51.86,0.00,0
Amaral Ferrador,RS,7136,Em elaboração,74.43,--,29.93,0
Governador Jorge Teixeira,RO,7130,Em elaboração,--,--,60.73,--
Presidente Médici,MA,7124,Em elaboração,45.59,98.03,45.2,12.10
Acauã,PI,7119,Em elaboração,70.29,--,71.91,0
Machacalis,MG,7112,Sim,21.78,0.03,17.6,6.00
Naque,MG,7104,Sim,13.51,22.86,8.5,0.40
Treze de Maio,SC,7104,Sim,49.16,--,28.21,1.20
Bom Sucesso,PR,7103,Em elaboração,0.01,--,0.04,0
São Roque de Minas,MG,7100,Não,41.99,46.86,22.18,0.70
Verê,PR,7094,Em elaboração,18.34,--,58.36,0
Marilena,PR,7093,Sim,0.01,--,27.32,0
Alto Boa Vista,MT,7092,Em elaboração,--,--,--,--
Jussara,PR,7069,Em elaboração,6.49,6.49,10.38,0.40
Doutor Severiano,RN,7068,Sim,13.33,68.31,--,--
Iraí de Minas,MG,7067,Sim,27.17,0.00,0.00,0
Central de Minas,MG,7059,Não,17.4,17.4,--,--
Tuiuti,SP,7058,Sim,49.93,62.45,0.00,0
Palmitinho,RS,7056,Sim,22.38,--,29.14,1.00
Areial,PB,7054,Não,100.00,29.12,--,--
Alfredo Vasconcelos,MG,7052,Não,37.42,33.65,2.06,0
Corumbiara,RO,7052,Em elaboração,70.5,--,70.5,0
Aguiarnópolis,TO,7049,Não,15.12,76.21,19.76,0
Amapá do Maranhão,MA,7047,Não,--,--,--,--
Santana da Vargem,MG,7047,Sim,24.63,25.7,0.00,0.40
Dirceu Arcoverde,PI,7046,Não,67.8,--,--,--
Iraí,RS,7046,Em elaboração,44.82,87.88,41.27,6.30
Sapucaí-Mirim,MG,7045,Sim,41.06,48.56,--,--
Itanhangá,MT,7030,Não,7.54,--,28.45,0
Guidoval,MG,7026,Em elaboração,36.64,43.35,27.85,13.60
Cabeceira Grande,MG,7025,Sim,0.00,--,17.91,0
Santo Antônio da Alegria,SP,7024,Sim,0.00,0.71,0.34,0
Abadia dos Dourados,MG,7022,Em elaboração,42.88,--,37.51,--
Barro Duro,PI,7022,Sim,15.2,--,14.55,0.40
Luís Domingues,MA,7016,Em elaboração,58.21,--,50.11,--
Salto da Divisa,MG,7014,Em elaboração,23.35,--,--,--
Indianópolis,MG,7009,Sim,36.37,35.37,10.12,0
