Cidade,UF,População,Possui Plano Municipal,População sem Água,População sem Esgoto,População sem coleta de lixo,Domicílios sujeitos à inundações
Gonçalves Dias,MA,17953,Em elaboração,0.66,--,0.56,0.00
Belterra,PA,17944,Não,0.32,--,0.36,0.00
Boqueirão,PB,17934,Não,0.34,0.29,0.24,0.00
Cafelândia,SP,17917,Em elaboração,0.13,0.13,0.13,0.01
Jacupiranga,SP,17911,Em elaboração,0.31,0.37,0.00,0.15
Pontalina,GO,17899,Em elaboração,0.17,0.17,0.19,0.04
Não-Me-Toque,RS,17886,Sim,0.12,--,0.00,0.00
Cerro Azul,PR,17884,Sim,0.46,0.99,0.54,--
Piaçabuçu,AL,17868,Não,0.43,--,0.16,0.28
São Paulo do Potengi,RN,17858,Em elaboração,0.05,0.83,--,--
Arinos,MG,17850,Em elaboração,0.43,0.00,0.24,0.00
Aporá,BA,17840,Não,0.37,--,--,--
Capistrano,CE,17830,Não,0.76,--,0.45,--
Severínia,SP,17820,Em elaboração,0.00,0.01,0.05,--
Fortuna,MA,17812,Não,0.52,--,0.79,0.00
Fátima,BA,17801,Em elaboração,0.10,0.55,0.58,--
Curionópolis,PA,17764,Não,0.31,--,--,--
Carnaubal,CE,17763,Em elaboração,0.63,--,0.52,--
Itariri,SP,17754,Sim,0.60,0.70,0.37,0.00
Cássia,MG,17741,Não,0.23,0.00,0.00,0.00
Belém,PB,17733,Não,0.09,--,--,--
Santana do Cariri,CE,17726,Não,0.75,0.38,0.01,0.00
Canapi,AL,17715,Não,0.69,--,0.68,0.06
Lagoa da Canoa,AL,17692,Em elaboração,0.40,--,0.00,--
Potirendaba,SP,17668,Sim,0.00,0.00,0.01,0.00
Piranga,MG,17641,Sim,0.68,0.70,0.40,0.05
Miracema do Tocantins,TO,17628,Em elaboração,0.07,--,0.13,0.00
Pedra Branca do Amapari,AP,17625,Em elaboração,0.97,--,0.30,0.02
São Miguel do Tapuio,PI,17617,Não,0.66,--,0.55,0.05
Bom Sucesso,MG,17612,Sim,0.00,0.18,0.00,0.00
Seara,SC,17610,Sim,0.28,--,0.23,--
Amarante,PI,17609,Não,0.41,--,0.49,0.00
Cruz do Espírito Santo,PB,17599,Não,0.58,--,0.54,0.17
Aiuaba,CE,17584,Não,0.41,--,0.38,0.00
Apicum-Açu,MA,17582,Não,0.01,--,--,--
Ourolândia,BA,17567,Em elaboração,0.54,0.81,0.40,0.02
Terra Roxa,PR,17562,Sim,0.02,0.41,0.12,0.00
Pedra Preta,MT,17547,Em elaboração,0.28,0.54,0.12,0.01
Charqueada,SP,17539,Sim,0.00,0.16,0.09,0.00
Peçanha,MG,17534,Não,0.49,0.43,0.49,0.07
Água Branca,PI,17525,Sim,0.02,0.58,0.11,0.00
Nova Era,MG,17524,Sim,0.06,0.06,0.12,0.36
Tanque Novo,BA,17518,Não,0.45,--,0.77,--
Anadia,AL,17507,Não,0.53,--,0.00,--
Urucuia,MG,17470,Sim,0.61,0.93,0.55,0.01
Porto Murtinho,MS,17460,Em elaboração,0.35,0.36,0.31,0.03
Bacabeira,MA,17446,Não,0.80,--,--,--
Conceição do Mato Dentro,MG,17438,Em elaboração,0.40,0.52,0.14,--
Sapeaçu,BA,17421,Não,0.16,--,0.40,0.00
Flores de Goiás,GO,17415,Em elaboração,0.77,--,0.74,0.00
Buritama,SP,17414,Em elaboração,0.02,0.02,0.06,0.01
Itaberá,SP,17405,Em elaboração,0.15,0.26,0.08,0.03
Cipó,BA,17402,Não,0.29,--,0.44,0.33
Resplendor,MG,17396,Sim,0.41,0.55,0.25,0.09
Faxinal,PR,17379,Não,0.00,0.56,0.19,0.00
Pindorama,SP,17378,Em elaboração,0.00,0.00,0.05,0.01
Salesópolis,SP,17363,Sim,0.37,0.45,0.00,0.04
Tapes,RS,17363,Sim,0.15,0.98,0.00,0.03
Massaranduba,SC,17330,Sim,0.48,--,0.00,0.08
Sátiro Dias,BA,17330,Não,0.71,--,0.39,--
Maruim,SE,17328,Em elaboração,0.27,--,0.00,0.00
Poção de Pedras,MA,17321,Em elaboração,0.63,--,0.58,0.01
Matões do Norte,MA,17316,Sim,0.79,--,0.66,--
Jataúba,PE,17305,Não,0.80,--,0.42,0.12
Terra Boa,PR,17304,Sim,0.00,0.23,0.07,0.00
São Domingos do Prata,MG,17296,Sim,0.45,0.39,0.22,0.01
Tijucas do Sul,PR,17295,Não,0.33,--,0.43,0.03
Central,BA,17293,Não,0.13,--,0.63,--
Monsenhor Tabosa,CE,17264,Sim,0.59,--,0.00,0.00
Macatuba,SP,17263,Sim,0.00,0.00,0.02,0.00
Serra Dourada,BA,17261,Sim,0.57,--,0.66,0.01
Bom Jesus do Tocantins,PA,17254,Não,0.47,--,0.47,0.00
Carmópolis,SE,17232,Em elaboração,0.00,--,0.00,0.00
Piquet Carneiro,CE,17210,Não,0.74,--,0.52,0.00
Adustina,BA,17209,Não,0.36,0.82,0.51,0.11
Guajará,AM,17193,Não,0.26,0.94,0.07,0.23
Santo Antônio do Leverger,MT,17188,Sim,0.32,--,0.59,0.05
Muniz Freire,ES,17176,Em elaboração,0.61,0.86,0.42,0.10
Cacimba de Dentro,PB,17169,Não,0.49,--,0.00,0.00
Corbélia,PR,17162,Em elaboração,0.00,0.33,0.14,--
Marechal Floriano,ES,17141,Sim,0.54,0.67,0.10,0.08
Itapiranga,SC,17139,Sim,0.00,0.58,0.51,0.09
Crixás,GO,17136,Sim,0.21,--,0.24,--
Xangri-lá,RS,17126,Sim,0.00,0.66,0.00,0.00
Jenipapo dos Vieiras,MA,17123,Em elaboração,--,--,--,--
Mata Roma,MA,17122,Sim,0.88,--,--,--
Souto Soares,BA,17118,Não,0.49,--,--,--
Condeúba,BA,17113,Não,0.53,--,--,--
Água Fria,BA,17096,Em elaboração,0.63,--,--,0.00
Sumé,PB,17096,Não,0.05,0.72,0.24,0.00
Conceição do Almeida,BA,17087,Não,0.42,--,0.38,0.48
Araputanga,MT,17078,Sim,--,--,--,--
Itaquitinga,PE,17056,Não,0.36,--,0.24,0.00
Terra Rica,PR,17054,Sim,0.02,0.55,0.12,0.00
Ibititá,BA,17048,Não,0.05,--,0.57,0.03
Nova Ipixuna,PA,17027,Em elaboração,0.74,--,0.47,0.13
Matupá,MT,17017,Em elaboração,0.23,--,0.23,0.00
Belo Campo,BA,17013,Sim,0.44,--,0.49,0.00
Santa Cecília,SC,17004,Sim,0.12,--,0.00,0.00
Bonito,BA,16999,Não,0.44,--,--,--
Rosário Oeste,MT,16999,Não,--,--,--,0.00
Realeza,PR,16976,Em elaboração,0.00,0.28,0.12,0.00
Esperantinópolis,MA,16971,Em elaboração,0.50,--,0.14,0.04
Taguatinga,TO,16966,Não,0.21,0.39,0.16,--
Cocal do Sul,SC,16956,Sim,0.01,--,0.00,0.09
Brasilândia de Minas,MG,16950,Não,0.18,0.78,0.65,0.00
Tapiramutá,BA,16939,Não,0.20,0.55,--,0.01
Nova Resende,MG,16937,Não,0.44,--,0.00,0.00
Capela,AL,16907,Sim,0.48,--,0.00,--
Poço Fundo,MG,16900,Sim,0.47,--,0.37,0.10
Cidreira,RS,16897,Sim,0.08,0.94,--,0.00
Guapiara,SP,16896,Em elaboração,0.33,0.64,0.35,0.00
Pedregulho,SP,16876,Em elaboração,0.18,0.20,--,--
Tapauá,AM,16876,Não,0.03,--,0.00,0.12
Malhada,BA,16875,Não,0.49,--,--,--
Carapebus,RJ,16859,Não,0.77,0.02,0.00,0.03
Araçagi,PB,16857,Não,0.38,--,--,--
Campanha,MG,16855,Não,0.21,0.24,0.14,0.01
Piatã,BA,16854,Não,0.00,0.90,0.29,0.00
Canudos,BA,16832,Não,0.45,0.61,0.45,0.00
Juruena,MT,16811,Em elaboração,0.46,--,0.39,0.00
Ipuã,SP,16794,Não,0.03,0.03,0.04,0.00
Tabatinga,SP,16787,Em elaboração,0.07,0.07,0.08,0.00
Fortim,CE,16776,Não,0.63,--,0.11,0.01
João Neiva,ES,16774,Em elaboração,0.00,0.05,0.06,0.33
Bonito,PA,16769,Em elaboração,--,--,--,--
Tocantins,MG,16769,Em elaboração,0.00,0.00,0.19,0.00
Maranhãozinho,MA,16754,Em elaboração,0.87,--,0.36,--
Lima Duarte,MG,16749,Em elaboração,0.06,0.07,0.23,0.00
Salitre,CE,16714,Em elaboração,0.80,0.97,0.40,0.00
Pedro Alexandre,BA,16698,Não,0.71,--,0.58,0.02
Poté,MG,16675,Não,0.43,0.52,0.40,0.02
Urandi,BA,16672,Sim,0.00,0.64,0.46,0.01
Tururu,CE,16588,Não,0.78,--,0.88,--
Bom Lugar,MA,16578,Não,0.72,--,0.72,--
Mangueirinha,PR,16572,Sim,0.18,0.42,0.41,0.00
Vitória do Jari,AP,16572,Em elaboração,0.55,--,0.18,0.03
Conceição do Lago-Açu,MA,16559,Em elaboração,0.72,--,--,--
Machados,PE,16549,Não,0.39,--,0.21,0.00
Caçu,GO,16525,Sim,0.20,0.20,0.19,0.01
Raposos,MG,16501,Não,0.16,0.29,0.00,0.50
Morretes,PR,16485,Sim,0.02,0.47,0.27,0.06
Nova Canaã,BA,16482,Não,0.59,0.47,0.36,0.00
Tapejara,PR,16480,Em elaboração,0.01,0.17,0.00,0.00
Perdizes,MG,16469,Em elaboração,0.33,0.00,0.18,0.00
Ibitiara,BA,16463,Em elaboração,0.78,0.92,0.51,0.00
Sertanópolis,PR,16456,Em elaboração,0.00,0.20,0.12,0.00
Passa Quatro,MG,16439,Sim,0.23,0.00,0.23,0.00
Aveiro,PA,16421,Não,0.65,--,0.80,0.48
Vila Bela da Santíssima Trindade,MT,16412,Em elaboração,0.60,0.87,0.64,0.01
Bituruna,PR,16411,Sim,0.23,0.79,0.40,0.01
Fonte Boa,AM,16409,Sim,0.34,--,0.65,--
Alvarães,AM,16396,Não,0.83,--,--,--
Santa Margarida,MG,16393,Em elaboração,0.50,0.51,0.00,0.23
Sananduva,RS,16382,Sim,0.30,--,0.30,0.02
Lago Verde,MA,16369,Não,0.85,--,0.54,0.10
Pereiro,CE,16356,Em elaboração,0.74,--,0.47,0.01
Lagoa dos Gatos,PE,16345,Não,0.32,0.30,0.20,0.00
Agudo,RS,16344,Não,0.56,--,0.51,0.00
Clevelândia,PR,16344,Sim,0.00,0.06,0.08,0.00
Filadélfia,BA,16314,Em elaboração,0.28,0.54,0.08,0.00
Pindaí,BA,16308,Não,0.73,--,0.72,0.00
Corupá,SC,16300,Sim,0.00,--,0.02,0.02
Paulino Neves,MA,16295,Em elaboração,0.99,--,0.68,0.00
Capinópolis,MG,16294,Sim,0.20,0.08,0.06,0.00
Itaú de Minas,MG,16286,Não,0.05,0.00,0.00,0.00
Mojuí dos Campos,PA,16282,Não,--,--,0.20,0.00
Borborema,SP,16278,Sim,0.09,0.10,0.08,0.00
Iguatemi,MS,16273,Sim,0.27,0.85,0.26,0.00
Ibicuí,BA,16262,Em elaboração,0.24,--,0.43,0.01
Guamaré,RN,16261,Sim,0.62,--,0.00,0.01
São Benedito do Sul,PE,16239,Não,0.56,--,0.45,--
Joselândia,MA,16228,Não,0.79,--,0.46,0.14
Barrocas,BA,16225,Em elaboração,0.00,--,0.32,--
Campinápolis,MT,16223,Não,0.42,--,0.66,0.02
Altinópolis,SP,16221,Sim,0.13,0.13,0.08,0.00
Santo Amaro do Maranhão,MA,16219,Em elaboração,--,--,0.74,0.02
Barra de Santo Antônio,AL,16201,Não,0.10,--,--,--
Itaeté,BA,16164,Em elaboração,0.47,--,0.38,0.00
Getúlio Vargas,RS,16158,Sim,0.14,--,0.00,0.06
Itaipava do Grajaú,MA,16158,Não,0.40,--,--,--
Monte Negro,RO,16158,Sim,0.66,--,0.46,0.01
Piancó,PB,16147,Não,0.27,--,0.49,--
Palmitos,SC,16144,Sim,0.30,--,0.38,0.08
Coaraci,BA,16128,Em elaboração,0.11,--,0.04,0.03
São Lourenço da Serra,SP,16127,Não,0.48,0.70,0.09,0.00
Candói,PR,16126,Em elaboração,0.30,0.60,0.38,0.00
Quixelô,CE,16116,Sim,0.59,0.71,0.67,0.00
Fartura,SP,16102,Em elaboração,0.05,0.07,0.04,0.01
São Pedro do Sul,RS,16100,Em elaboração,0.27,--,0.27,0.00
Cerejeiras,RO,16088,Em elaboração,0.36,--,0.15,0.00
América Dourada,BA,16086,Não,0.21,--,0.07,--
Alto Santo,CE,16077,Em elaboração,0.68,--,0.38,0.08
Mozarlândia,GO,16077,Sim,0.30,--,0.09,0.00
Anapurus,MA,16054,Não,0.57,--,0.49,0.00
Nova Bandeirantes,MT,16052,Não,0.42,--,0.65,0.00
Salinas da Margarida,BA,16047,Não,0.00,--,0.44,0.00
Nova Ponte,MG,16046,Sim,0.14,0.14,0.14,0.00
Água Clara,MS,16025,Não,0.34,--,0.33,0.00
Tangará,RN,16008,Em elaboração,0.00,0.25,0.10,0.00
Urucará,AM,16007,Não,0.00,--,0.43,0.01
Joaquim Nabuco,PE,15999,Não,0.24,--,0.27,0.01
Tremedal,BA,15996,Não,0.74,--,0.64,0.00
Biritinga,BA,15989,Sim,0.68,--,0.69,0.00
Ribeirão Branco,SP,15984,Em elaboração,0.14,0.42,0.11,0.00
Canutama,AM,15981,Sim,0.20,--,0.48,0.23
São Francisco do Pará,PA,15978,Sim,0.68,--,0.46,--
Indiara,GO,15962,Não,0.15,--,0.15,0.00
Panorama,SP,15944,Não,--,--,0.03,--
Grão Mogol,MG,15943,Não,0.64,0.83,0.64,0.00
Poxoréu,MT,15936,Não,--,--,--,--
Rosana,SP,15929,Sim,0.00,0.02,0.19,0.03
Papagaios,MG,15922,Sim,0.00,0.16,0.09,0.00
Encruzilhada,BA,15914,Não,0.71,0.84,--,--
Capitão Leônidas Marques,PR,15887,Sim,0.00,--,0.23,0.04
Lagoa Nova,RN,15880,Em elaboração,0.52,0.68,0.72,0.02
Saloá,PE,15880,Não,0.62,--,0.37,--
Lagoa Real,BA,15870,Não,0.80,--,0.72,0.00
Itamonte,MG,15844,Não,0.33,--,0.32,0.38
Orizona,GO,15834,Não,0.41,--,0.45,--
Mário Campos,MG,15814,Sim,0.11,--,0.06,0.00
Nova Olinda,CE,15798,Em elaboração,0.49,--,0.14,0.00
São João do Carú,MA,15768,Não,--,--,0.08,--
São João Evangelista,MG,15761,Sim,0.34,0.33,0.35,0.00
Ipanguaçu,RN,15759,Em elaboração,0.83,--,0.33,0.50
Saboeiro,CE,15757,Em elaboração,0.76,0.99,0.21,0.00
Guiratinga,MT,15740,Não,0.11,--,--,--
Giruá,RS,15729,Sim,0.24,--,0.00,0.00
Acrelândia,AC,15721,Em elaboração,0.64,--,0.46,0.00
Santa Cruz,PE,15713,Não,0.54,--,0.64,0.00
Sumidouro,RJ,15709,Sim,0.72,0.62,0.34,0.10
Restinga Sêca,RS,15702,Sim,0.43,--,0.00,0.00
Frei Paulo,SE,15688,Não,0.00,--,0.36,--
Araguanã,MA,15675,Em elaboração,0.89,--,0.62,0.08
Tupi Paulista,SP,15670,Sim,0.00,0.00,0.04,0.00
Campos Altos,MG,15661,Sim,0.21,0.00,0.00,0.00
Igaporã,BA,15661,Não,0.21,0.49,--,--
Mantenópolis,ES,15653,Sim,0.43,0.59,0.29,0.04
Nova Timboteua,PA,15646,Não,0.81,--,0.36,0.00
Poço Branco,RN,15646,Em elaboração,0.18,--,0.03,--
Santa Adélia,SP,15639,Sim,0.05,0.02,0.05,--
Ibateguara,AL,15637,Sim,0.60,0.30,0.26,0.01
Frei Miguelinho,PE,15633,Não,0.56,--,0.42,0.00
Luís Antônio,SP,15628,Sim,0.03,0.03,0.00,0.00
Barra de Santa Rosa,PB,15607,Não,0.40,0.44,0.48,0.00
Holambra,SP,15605,Sim,0.00,0.00,0.00,0.01
Muqui,ES,15602,Sim,0.37,0.00,0.00,0.04
Espumoso,RS,15594,Em elaboração,0.27,0.90,0.13,0.01
Dionísio Cerqueira,SC,15592,Sim,0.24,0.63,0.31,0.01
Eldorado,SP,15592,Em elaboração,0.49,0.52,0.30,0.70
Pinhalzinho,SP,15564,Sim,0.39,0.50,0.36,0.00
Dom Feliciano,RS,15556,Sim,0.79,--,0.65,0.04
Coronel João Sá,BA,15549,Não,0.51,0.54,0.59,0.00
Mirandiba,PE,15548,Não,0.06,0.42,0.45,0.00
Primeira Cruz,MA,15545,Em elaboração,0.76,--,0.89,0.00
São Félix do Coribe,BA,15543,Em elaboração,0.00,--,0.19,0.01
Cruzília,MG,15529,Sim,0.14,0.19,0.41,0.00
Felixlândia,MG,15528,Não,0.27,--,0.23,0.00
Cambuci,RJ,15521,Sim,0.27,--,0.15,0.39
Rio do Antônio,BA,15521,Sim,0.44,0.89,--,--
Nova Veneza,SC,15515,Sim,0.19,--,0.03,0.03
Itanhandu,MG,15511,Em elaboração,0.01,0.01,0.05,0.23
Itapagipe,MG,15511,Sim,0.32,0.15,0.06,0.00
Taperoá,PB,15505,Em elaboração,0.21,--,0.40,0.00
Buritirana,MA,15503,Não,--,--,--,--
Juruá,AM,15495,Não,0.35,--,0.47,0.23
Jurema,PE,15483,Em elaboração,0.00,--,0.40,0.00
Joaíma,MG,15476,Em elaboração,0.40,0.54,0.22,0.00
Santa Luzia,PB,15470,Em elaboração,0.05,0.09,0.08,0.00
Entre Rios de Minas,MG,15458,Sim,0.31,0.32,0.00,0.01
Coronel Sapucaia,MS,15449,Não,0.33,0.59,0.32,--
São Simão,SP,15446,Não,0.12,0.12,0.10,0.01
Novo Triunfo,BA,15445,Não,0.50,0.22,0.50,0.27
Coremas,PB,15438,Não,--,--,--,--
Rio Azul,PR,15433,Sim,0.52,0.56,0.64,0.03
Vitória do Xingu,PA,15421,Sim,0.59,0.66,0.48,0.03
Pendências,RN,15411,Em elaboração,0.34,0.66,0.00,--
Bela Vista do Paraíso,PR,15400,Sim,0.00,0.51,0.06,0.00
Capitão Enéas,MG,15388,Sim,0.37,0.61,0.17,0.00
Italva,RJ,15387,Em elaboração,0.34,--,0.03,0.10
Lauro Muller,SC,15380,Sim,0.35,0.60,0.00,0.01
Sabinópolis,MG,15364,Em elaboração,0.35,0.56,0.27,0.04
Tarumã,SP,15361,Sim,0.00,0.00,0.06,0.00
São João do Triunfo,PR,15359,Sim,0.67,0.89,0.41,0.01
Uiraúna,PB,15356,Em elaboração,0.19,--,0.20,0.03
Chapada do Norte,MG,15334,Não,0.61,0.97,--,--
Teixeira,PB,15333,Sim,0.32,0.32,0.32,0.00
Nobres,MT,15332,Em elaboração,--,--,0.09,0.00
Itajobi,SP,15331,Em elaboração,0.17,0.17,0.10,0.00
Inhuma,PI,15330,Não,0.27,--,0.30,0.01
Ipiranga,PR,15327,Não,0.51,0.66,0.39,0.01
Auriflama,SP,15316,Em elaboração,0.03,0.04,--,--
Monte Alegre de Sergipe,SE,15315,Não,0.10,--,0.41,0.03
Meruoca,CE,15309,Não,0.76,--,0.48,0.00
Orocó,PE,15309,Sim,0.58,--,0.43,0.00
Natividade,RJ,15305,Em elaboração,0.21,--,0.20,0.37
Serra Azul,SP,15292,Sim,0.42,0.44,0.03,0.06
Curiúva,PR,15289,Em elaboração,0.17,--,0.07,0.00
Areado,MG,15288,Não,0.18,--,--,--
Tamarana,PR,15277,Sim,0.42,0.73,0.52,0.00
Passo de Camaragibe,AL,15270,Não,0.68,--,0.51,--
Alto Alegre,RR,15249,Não,0.60,--,--,--
Glória,BA,15247,Em elaboração,0.34,0.90,0.03,0.24
Jussara,BA,15241,Não,0.08,--,--,--
Triunfo,PE,15232,Em elaboração,0.41,--,0.33,0.00
Primavera,PE,15231,Em elaboração,0.54,--,--,--
Acajutiba,BA,15214,Não,0.13,--,0.08,0.00
Colorado do Oeste,RO,15213,Não,0.13,--,0.28,0.00
Soledade,PB,15211,Não,0.20,--,--,--
Miraí,MG,15205,Não,0.34,0.05,--,0.07
Itaporanga,SP,15197,Sim,0.12,0.27,0.04,0.00
Presidente Dutra,BA,15180,Não,0.00,--,0.00,0.00
Barro Alto,BA,15171,Não,0.49,--,0.51,0.00
Ipaussu,SP,15165,Sim,0.00,0.00,0.08,0.00
Boa Esperança,ES,15146,Não,0.43,0.24,0.28,0.00
Acarape,CE,15140,Em elaboração,0.66,0.89,0.40,0.00
Alvinópolis,MG,15135,Sim,0.44,0.00,0.14,0.01
Boa Esperança do Sul,SP,15111,Não,--,--,0.00,0.00
Teolândia,BA,15097,Não,0.68,--,--,--
Barroquinha,CE,15069,Sim,0.52,0.91,0.33,0.00
Mirinzal,MA,15059,Em elaboração,0.85,--,0.40,0.20
Itinga,MG,15053,Não,0.46,0.66,0.48,0.10
Jardim de Piranhas,RN,15044,Em elaboração,0.17,0.74,0.10,0.01
Sobradinho,RS,15041,Não,0.20,--,0.21,0.00
Carmo de Minas,MG,15031,Não,0.00,0.26,0.26,0.00
Nova Trento,SC,15010,Sim,0.25,--,0.20,0.09
Jupi,PE,15007,Não,0.84,--,--,--
Rebouças,PR,14991,Não,0.25,0.42,0.47,0.03
Ibipitanga,BA,14989,Não,0.65,--,0.35,0.00
Olinda Nova do Maranhão,MA,14968,Em elaboração,--,--,0.55,--
Salto do Lontra,PR,14957,Não,0.21,0.49,0.46,0.02
Alto Paraná,PR,14945,Sim,0.00,0.34,0.12,0.00
Patrocínio Paulista,SP,14941,Em elaboração,0.00,0.00,0.19,0.01
Upanema,RN,14937,Sim,0.31,0.70,0.53,0.01
Flórida Paulista,SP,14936,Em elaboração,0.28,0.29,0.21,0.00
Botelhos,MG,14927,Em elaboração,0.26,0.47,0.00,--
Santa Branca,SP,14925,Sim,0.33,0.41,0.06,0.07
Santa Izabel do Oeste,PR,14924,Sim,0.28,--,0.43,0.01
Alto do Rodrigues,RN,14923,Em elaboração,0.35,0.99,0.00,0.28
Porteiras,CE,14920,Em elaboração,0.70,0.94,0.35,0.00
Jatobá,PE,14904,Não,0.05,0.34,0.51,0.00
Candeias,MG,14890,Não,0.29,--,0.20,0.01
Brasil Novo,PA,14883,Sim,0.06,--,0.56,0.00
Pedro Velho,RN,14881,Em elaboração,0.00,0.77,0.16,--
Cidelândia,MA,14855,Em elaboração,0.60,--,0.56,0.00
Jacaraci,BA,14855,Em elaboração,0.64,0.80,0.64,0.00
Feliz Natal,MT,14847,Sim,0.26,--,0.26,0.01
Nina Rodrigues,MA,14826,Não,0.67,--,0.64,0.07
Alagoinha,PE,14798,Não,0.48,0.72,0.00,0.02
Assaí,PR,14792,Sim,0.00,0.22,0.17,0.00
Bom Jesus do Galho,MG,14792,Em elaboração,0.35,--,0.21,0.03
Tavares,PB,14791,Em elaboração,0.23,0.63,--,--
Xexéu,PE,14789,Não,0.35,--,--,--
São Félix,BA,14784,Não,0.36,0.40,0.19,0.23
Curuá,PA,14776,Não,0.53,--,0.53,0.02
Apuiarés,CE,14742,Não,0.70,--,0.30,--
Governador Celso Ramos,SC,14739,Em elaboração,0.00,--,0.00,--
Ponto Novo,BA,14729,Em elaboração,0.13,--,0.05,--
Governador Eugênio Barros,MA,14703,Em elaboração,0.76,--,0.71,0.00
Tibau do Sul,RN,14694,Em elaboração,0.27,0.64,0.00,0.00
São Sebastião do Uatumã,AM,14678,Não,--,--,0.31,0.01
Caetanos,BA,14671,Em elaboração,0.76,--,--,--
Alfredo Chaves,ES,14670,Em elaboração,0.15,0.21,0.28,0.10
Simões,PI,14664,Em elaboração,0.41,--,0.60,0.00
Itaguaçu da Bahia,BA,14650,Não,0.62,--,0.42,--
Pacatuba,SE,14650,Não,0.48,0.80,0.46,0.00
Balneário Pinhal,RS,14645,Sim,0.44,--,0.00,--
Santa Filomena,PE,14645,Não,0.62,--,0.83,0.00
Palmeirais,PI,14633,Não,0.33,--,0.52,0.04
Barra de Guabiraba,PE,14632,Sim,0.02,0.86,0.11,0.27
Ribeira do Amparo,BA,14631,Não,0.87,--,0.50,0.00
Alagoinha,PB,14629,Não,--,--,0.34,0.02
Matias Barbosa,MG,14626,Sim,0.07,0.03,0.04,0.02
Montalvânia,MG,14621,Não,0.35,0.91,0.26,0.02
Bicas,MG,14612,Sim,0.17,--,0.07,0.02
Santa Maria do Suaçuí,MG,14607,Em elaboração,0.38,0.55,0.26,0.00
Cândido de Abreu,PR,14606,Sim,0.52,0.72,0.64,0.00
Caldas,MG,14600,Não,0.52,0.63,0.18,0.00
Itatim,BA,14588,Em elaboração,0.01,--,0.31,0.01
Retirolândia,BA,14588,Não,0.16,--,0.02,0.00
Jiquiriçá,BA,14576,Não,0.60,0.79,0.48,0.12
Paranhos,MS,14576,Em elaboração,0.53,0.61,0.49,--
Maurilândia,GO,14568,Em elaboração,0.14,--,--,--
Alterosa,MG,14566,Não,0.28,0.00,0.27,0.00
Quatis,RJ,14562,Sim,0.00,0.01,0.00,0.02
Mucambo,CE,14561,Sim,0.50,0.91,0.09,0.00
Elesbão Veloso,PI,14550,Não,0.12,--,--,--
Ilhota,SC,14531,Sim,0.00,0.79,0.01,0.42
Serra Preta,BA,14531,Não,0.43,--,0.39,0.00
Campestre do Maranhão,MA,14530,Não,0.00,--,0.07,0.00
Arês,RN,14526,Em elaboração,0.34,0.81,0.00,0.01
Boninal,BA,14518,Não,0.67,--,0.66,0.00
Santo Antônio dos Lopes,MA,14516,Em elaboração,0.71,--,--,--
Santa Juliana,MG,14497,Não,0.22,0.00,0.01,0.00
Ibirataia,BA,14476,Não,0.17,--,0.17,0.22
Igarapé do Meio,MA,14470,Em elaboração,0.01,--,0.50,--
Jacaraú,PB,14467,Não,0.36,--,0.20,0.00
Poço das Trincheiras,AL,14447,Não,0.73,--,0.85,0.16
Bom Princípio,RS,14446,Sim,0.04,--,0.15,0.04
São João d'Aliança,GO,14423,Sim,0.37,--,0.34,0.01
Andorinha,BA,14416,Em elaboração,0.46,--,0.51,0.04
Candiba,BA,14415,Em elaboração,0.37,--,0.32,0.00
Graça,CE,14415,Sim,0.69,0.95,0.32,0.00
Taguaí,SP,14415,Sim,0.11,0.13,0.03,0.00
Marmeleiro,PR,14407,Sim,0.12,0.49,0.37,0.00
Joaquim Pires,PI,14396,Em elaboração,0.65,--,--,--
Casinhas,PE,14395,Não,0.78,0.88,0.51,0.00
Campo Novo de Rondônia,RO,14391,Sim,0.73,--,0.73,0.03
Carlópolis,PR,14391,Sim,0.00,0.10,0.14,0.00
Tapurah,MT,14380,Em elaboração,0.11,--,0.37,0.00
Alto Longá,PI,14371,Não,0.71,--,--,--
Peri Mirim,MA,14371,Não,0.89,--,--,--
Brazópolis,MG,14364,Em elaboração,0.44,0.16,0.00,0.14
Astolfo Dutra,MG,14358,Sim,0.17,0.09,0.09,0.15
São Pedro do Piauí,PI,14356,Sim,0.23,--,0.40,--
Iracema,CE,14351,Não,0.48,0.29,0.00,0.00
Itagibá,BA,14331,Não,0.37,0.82,--,--
Pacaembu,SP,14326,Em elaboração,0.00,0.27,0.15,0.01
Rio Piracicaba,MG,14325,Não,0.26,0.02,0.09,0.24
Quatá,SP,14309,Em elaboração,0.04,0.04,0.02,--
Santa Maria do Cambucá,PE,14308,Não,0.45,--,0.41,0.00
Itapuí,SP,14297,Sim,0.00,0.00,0.04,0.00
Anamã,AM,14292,Não,--,--,--,--
Brejo do Cruz,PB,14287,Não,0.25,--,0.16,0.00
Tarumirim,MG,14280,Em elaboração,0.46,0.44,0.40,0.01
Satubinha,MA,14274,Em elaboração,0.89,--,0.77,0.00
Guapé,MG,14269,Não,0.00,0.00,0.16,0.00
Cerro Largo,RS,14243,Sim,0.20,--,0.00,0.00
Ipecaetá,BA,14229,Em elaboração,0.26,--,0.85,--
Chapada Gaúcha,MG,14217,Sim,0.51,--,0.25,0.00
Iaciara,GO,14215,Em elaboração,0.25,--,0.12,0.00
Paraíso do Norte,PR,14211,Em elaboração,0.00,0.15,0.00,0.00
Guapó,GO,14206,Não,0.17,0.28,0.00,0.00
